parlamentarier_name	parlamentarier_id	parlamentarier_rat	parlamentarier_kanton	parlamentarier_partei	parlamentarier_fraktion	parlamentarier_kommissionen	parlamentarier_im_rat_seit	parlamentarier_im_rat_bis	parlamentarier_geschlecht	parlamentarier_geburtstag	parlamentarier_parlament_biografie_id	parlamentarier_parlament_number	parlamentarier_sprache	parlamentarier_arbeitssprache	interessenbindung_beschreibung	interessenbindung_von	interessenbindung_bis	interessenbindung_art	interessenbindung_funktion_im_gremium	interessenbindung_deklarationstyp	interessenbindung_status	interessenbindung_hauptberuflich	interessenbindung_behoerden_vertreter	interessenbindung_wirksamkeit	organisation_id	verguetung	verguetung_jahr	verguetung_beschreibung	organisation_name	organisation_ort	organisation_rechtsform	organisation_typ	organisation_vernehmlassung	organisation_interessengruppe1	organisation_interessengruppe1_branche	organisation_interessengruppe1_branche_kommission_abkuerzung
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2020				"Bergbevölkerung"	"Bern"	"Parlamentarische Gruppe"	"dezidierteLobby"	"nie"	"Berggebiete"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2127				"Jagd und Biodiversität"	"Zofingen"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"				"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	2564	1	2021		"Energo"	"Bern"	"Verein"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Energie allgemein"	"Energie"	"UREK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Gesellschafter und Geschäftsführer"	2013-11-05		"geschaeftsfuehrend"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2565	1	2021		"strategiemühle gmbh"	"Näfels"	"GmbH"	"EinzelOrganisation"	"nie"	"Consulting/PR"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"		2015-08-13		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2567	1	2021		"Genossenschaft Glarner Krankenversicherung"	"Schwanden GL"	"Genossenschaft"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Krankenkassen"	"Gesundheit"	"SGK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied Kantonsschulrat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"J"	"tief"	2569	1	2021		"Kantonsschule Glarus"	"Glarus"	"Staatlich"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2899				"Wohn- und Grundeigentum"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5204				"BVG"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Sozialversicherungen"	"Soziale Sicherheit"	"SGK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied Patronatskomitee"			"beirat"	"mitglied"	"deklarationspflichtig"	"nicht-deklariert"	"0"	"N"	"tief"	5322				"R - 500 Jahre Reformation"	"Bern"	"Informelle Gruppe"	"EinzelOrganisation,MitgliedsOrganisation"	"nie"	"Religion"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5978				"Wirtschafts- und währungspolitischer Arbeitskreis"	"Basel"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Banken"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"		2017-03-04		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6094	1	2021		"Belvédère Asset Management AG"	"Glarus"	"AG"	"EinzelOrganisation"	"nie"	"Vermögensverwalter"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"		2011-09-01		"vorstand"	"praesident"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6095	"0"	2021	"Ehrenamtlich"	"Biogas Volley Naefels"	"Näfels"	"Verein"	"EinzelOrganisation"	"nie"	"Spitzensport"	"Sport"	"WBK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Landrat"	1998-06-01		"taetig"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	6154				"Kanton Glarus"	"Glarus"	"Staatlich"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"immer"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6437				"Weiterbildung"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Mitglied Groupe de réflexion"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"mittel"	6445	1	2021		"Groupe Mutuel Holding SA"	"Martigny"	"AG"	"DachOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Krankenkassen"	"Gesundheit"	"SGK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"				"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	6490	"0"	2021	"Ehrenamtlich"	"ICT Scouts / Campus Förderverein"	"Titterten"	"Verein"	"EinzelOrganisation"	"nie"	"IT"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"	"Beirat"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6506	"0"	2021	"Ehrenamtlich"	"SwissBoardForum"	"Bern"	"Verein"	"EinzelOrganisation,dezidierteLobby"	"nie"	"KMU/Gewerbe/Arbeitgeber"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"		2020-08-07		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"tief"	7692				"Baugenossenschaft Fridolin"	"Bilten"	"Genossenschaft"	"EinzelOrganisation"	"nie"	"Immobilien/Hauseigentümer"	"Wirtschaft"	"WAK"
"Landolt, Martin"	132	"NR"	"GL"	"M"	"M-E"	"WAK-NR"	2009-03-02		"M"	1968-06-30	4008	2735	"de"	"de"		2021-02-17		"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	7870	1	2021	"Bezahlt"	"targens Suisse SA"	"Schwanden GL"	"AG"	"EinzelOrganisation,LeistungsErbringer"	"nie"	"Dienstleistungen allg."	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	130	-1	2021	"Bezahlendes Mitglied"	"Schweizerischer Verband des Personals öffentlicher Dienste (V.P.O.D.)"	"Zürich"	"Verein"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	524				"Aktive Mobilität"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Langsamverkehr"	"Verkehr"	"KVF"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	576	-1	2021	"Bezahlendes Mitglied"	"Pro Natura - Schweizerischer Bund für Naturschutz"	"Basel"	"Verein"	"DachOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	602	-1	2021	"Bezahlendes Mitglied"	"WWF Schweiz"	"Zürich"	"Stiftung"	"MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	637				"Biodiversität und Artenschutz"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"punktuell"	"Umwelt & Natur"	"Umwelt"	"UREK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	640				"Familienpolitik"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	886				"Musik PGM"	"Aarau"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	890				"Sexuelle Gesundheit und Rechte"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Gesundheit"	"Gesundheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"vorstand"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	1202	"0"	2021	"Ehrenamtlich"	"Sozialdemokratische Partei Graubünden"		"Verein"	"MitgliedsOrganisation,dezidierteLobby"	"punktuell"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1622				"Tourismus PGT"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1661				"Komplementärmedizin"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1750				"Bundeshaus-Band"		"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Musik"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	1751				"Sport"	"Ittigen"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Sport allgemein"	"Sport"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2020				"Bergbevölkerung"	"Bern"	"Parlamentarische Gruppe"	"dezidierteLobby"	"nie"	"Berggebiete"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2111				"Berufsbildung"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Bildungsförderung"	"Bildung"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2124				"Bildung, Forschung und Innovation"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation"	"nie"	"Biotech"	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2639	-1	2021	"Bezahlendes Mitglied"	"Bündner Kunstverein"	"Chur"	"Verein"	"EinzelOrganisation"	"nie"	"Kulturförderung"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-11-23		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2677				"Medien und Kommerzielle Kommunikation"	"Zürich"	"Parlamentarische Gruppe"	"dezidierteLobby"	"nie"	"Medien allgemein"	"Kommunikation"	"KVF"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	2811	-1	2021	"Bezahlendes Mitglied"	"Sozialdemokratische Partei Frauen Schweiz"	"Bern"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"immer"	"Parteien"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	2855				"Mehrsprachigkeit CH"	"Lenzburg"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturförderung"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	3176				"Gegen Rassismus und Fremdenfeindlichkeit"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Staatspolitik allgemein"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4247				"Frauengruppe"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation"	"nie"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	4478	-1	2021	"Bezahlendes Mitglied"	"Jugend.gr"	"Chur"	"Verein"	"EinzelOrganisation,DachOrganisation"	"nie"	"Kinder/Jugend"	"Soziale Sicherheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	4983				"Arbeit"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation"	"nie"	"Arbeitnehmerorganisationen"	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied des Hochschulrates und Praxislehrperson"			"beirat"	"mitglied"	"deklarationspflichtig"	"deklariert"	"0"		"mittel"	4993	12000	2021		"Pädagogische Hochschule (PHGR)"	"Chur"	"Oeffentlich-rechtlich"	"EinzelOrganisation,LeistungsErbringer"	"punktuell"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5232				"Textilwirtschaft"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Textilindustrie"	"Wirtschaft"	"WAK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2021-03-29		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5963				"Gebärdensprache"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Gemeinwohl/Gesellschaft"	"Soziale Sicherheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	5964				"lingua e cultura rumantscha"	"Chur"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kantone/Regionen"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2021-07-05		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6068				"Kinder- und Jugendmedizin"	"Bern"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Arztmedizin"	"Gesundheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Gastkolumnistin"			"taetig"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	6134	"0"	2021	"Ehrenamtlich"	"Bündner Tagblatt Verlags AG"	"Chur"	"AG"	"EinzelOrganisation"	"nie"	"Printmedien"	"Kommunikation"	"KVF"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Mitglied"	2020-06-09		"mitglied"		"deklarationspflichtig"	"deklariert"	"0"	"N"	"tief"	6437				"Weiterbildung"	"Zürich"	"Parlamentarische Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Bildung/Wissenschaft"	"Bildung"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Primarlehrerin Scola Bilingua"			"taetig"		"deklarationspflichtig"	"deklariert"	1		"mittel"	6924	1	2021		"Stadt Chur"	"Chur"	"Oeffentlich-rechtlich"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Städte"	"Staatspolitik/Staatswirtschaft"	"SPK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	6926	"0"	2021	"Ehrenamtlich"	"Arbeitsgruppe Kultur & Schule"	"Chur"	"Informelle Gruppe"	"EinzelOrganisation,dezidierteLobby"	"nie"	"Kulturförderung"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	6928	-1	2021	"Bezahlendes Mitglied"	"Frauenzentrale Graubünden"	"Chur"	"Verein"	"EinzelOrganisation,LeistungsErbringer,dezidierteLobby"	"punktuell"	"Gleichstellung"	"Soziale Sicherheit"	"SGK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Präsidentin der Begleitgruppe Projekt ""Versorgt"""			"taetig"		"deklarationspflichtig"	"deklariert"	"0"		"tief"	6929	"0"	2021	"Ehrenamtlich"	"Stiftung Frauenkulturarchiv Graubünden"	"Masein"	"Stiftung"	"EinzelOrganisation"	"nie"	"Kulturinstitutionen"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"	"Gründungsmitglied"			"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6930	-1	2021	"Bezahlendes Mitglied"	"Kulturkanton Graubünden"	"Chur"	"Verein"	"DachOrganisation,dezidierteLobby"	"nie"	"Kulturförderung"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6931	-1	2021	"Bezahlendes Mitglied"	"Klibühni, Das Theater"	"Chur"	"Verein"	"EinzelOrganisation"	"nie"	"Film/Theater"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6932	-1	2021	"Bezahlendes Mitglied"	"Freunde Theater Chur"	"Chur"	"Verein"	"MitgliedsOrganisation"	"nie"	"Film/Theater"	"Kultur"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6933	-1	2021	"Bezahlendes Mitglied"	"Schweizerischer Alpenclub SAC Sektion Rätia"	"Chur"	"Verein"	"MitgliedsOrganisation,LeistungsErbringer"	"nie"	"Breitensport"	"Sport"	"WBK"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6934	-1	2021	"Bezahlendes Mitglied"	"Pro Velo Graubünden"	"Rhäzüns"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,dezidierteLobby"	"nie"	"Langsamverkehr"	"Verkehr"	"KVF"
"Locher Benguerel, Sandra"	397	"NR"	"GR"	"SP"	"S"	"WBK-NR"	2019-10-20		"F"	1975-09-16	4273	3165	"de"	"de"				"mitglied"		"nicht deklarationspflicht"	"nicht-deklariert"	"0"		"tief"	6935	-1	2021	"Bezahlendes Mitglied"	"Wanderwege Graubünden"	"Chur"	"Verein"	"EinzelOrganisation,MitgliedsOrganisation,LeistungsErbringer,dezidierteLobby"	"nie"	"Tourismus/Gastronomie"	"Wirtschaft"	"WAK"
